gene	species	cys_position	oxidation_type	accession	observed_residue	status	source	source_note
AT3G52470	arabidopsis	176	s-nitrosylation	Q9SVC8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52500	arabidopsis	153	s-nitrosylation	Q7DQ16	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52580	arabidopsis	84	s-nitrosylation	P42036	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52610	arabidopsis	309	s-nitrosylation	F4J814	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52840	arabidopsis	397	s-nitrosylation	A0A1I9LM56	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52850	arabidopsis	202	s-nitrosylation	P93026	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52880	arabidopsis	100	s-nitrosylation	F4J849	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52930	arabidopsis	68	s-nitrosylation	Q9LF98	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52950	arabidopsis	85	s-nitrosylation	Q9LF97	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52960	arabidopsis	121	s-nitrosylation	Q949U7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G52990	arabidopsis	49	s-nitrosylation	F4J867	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53130	arabidopsis	270	s-nitrosylation	Q6TBX7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53230	arabidopsis	110	s-nitrosylation	Q9SCN8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53260	arabidopsis	149	s-nitrosylation	P45724	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53410	arabidopsis	258	s-nitrosylation	Q9LFH6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53420	arabidopsis	133	s-nitrosylation	P43286	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53430	arabidopsis	137	s-nitrosylation	Q0WW72	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53520	arabidopsis	192	s-nitrosylation	B3H4I6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53580	arabidopsis	150	s-nitrosylation	Q9LFG2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53610	arabidopsis	30	s-nitrosylation	O24466	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53620	arabidopsis	55	s-nitrosylation	Q9LFF9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53870	arabidopsis	97	s-nitrosylation	Q9M339	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53900	arabidopsis	103	s-nitrosylation	Q9M336	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G53990	arabidopsis	83	s-nitrosylation	F4JBQ2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54010	arabidopsis	287	s-nitrosylation	Q7DMA9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54030	arabidopsis	196	s-nitrosylation	Q9M324	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54050	arabidopsis	111	s-nitrosylation	P25851	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54110	arabidopsis	86	s-nitrosylation	O81845	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54130	arabidopsis	180	s-nitrosylation	Q9M391	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54140	arabidopsis	318	s-nitrosylation	Q9M390	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54300	arabidopsis	35	s-nitrosylation	Q9M376	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54360	arabidopsis	7	s-nitrosylation	Q9M2V1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54440	arabidopsis	38	s-nitrosylation	F4JCW9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54470	arabidopsis	114	s-nitrosylation	C0Z2E7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54600	arabidopsis	104	s-nitrosylation	Q9M1G8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54640	arabidopsis	90	s-nitrosylation	Q42529	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54660	arabidopsis	433	s-nitrosylation	P42770	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54670	arabidopsis	1204	s-nitrosylation	Q6Q1P4	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54890	arabidopsis	91	s-nitrosylation	A8MS75	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G54900	arabidopsis	97	s-nitrosylation	Q84Y95	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55010	arabidopsis	176	s-nitrosylation	Q05728	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55040	arabidopsis	89	s-nitrosylation	Q9M2W2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55070	arabidopsis	96	s-nitrosylation	A8MQR3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55120	arabidopsis	7	s-nitrosylation	P41088	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55140	arabidopsis	11	s-nitrosylation	F4JF97	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55200	arabidopsis	134	s-nitrosylation	P0DKL4	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55250	arabidopsis	199	s-nitrosylation	Q9M3C6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55260	arabidopsis	161	s-nitrosylation	A7WM73	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55360	arabidopsis	72	s-nitrosylation	Q9M2U2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55380	arabidopsis	90	s-nitrosylation	B9DGG2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55400	arabidopsis	137	s-nitrosylation	A8MRF2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55410	arabidopsis	475	s-nitrosylation	F4IWV2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55440	arabidopsis	67	s-nitrosylation	P48491	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55610	arabidopsis	515	s-nitrosylation	B3H5E3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55620	arabidopsis	152	s-nitrosylation	Q9M060	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G55800	arabidopsis	74	s-nitrosylation	P46283	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56070	arabidopsis	40	s-nitrosylation	Q38867	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56120	arabidopsis	49	s-nitrosylation	Q93YU6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56130	arabidopsis	100	s-nitrosylation	A0A1I9LT30	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56150	arabidopsis	373	s-nitrosylation	O49160	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56190	arabidopsis	62	s-nitrosylation	Q9SPE6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56240	arabidopsis	13	s-nitrosylation	O82089	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56310	arabidopsis	195	s-nitrosylation	Q8VXZ7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56460	arabidopsis	6	s-nitrosylation	Q7DYU2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56630	arabidopsis	61	s-nitrosylation	Q9LXX7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56640	arabidopsis	751	s-nitrosylation	Q9LXX6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56650	arabidopsis	128	s-nitrosylation	B9DH49	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56690	arabidopsis	56	s-nitrosylation	Q9LET7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G56940	arabidopsis	140	s-nitrosylation	Q9M591	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57020	arabidopsis	107	s-nitrosylation	Q9M1J6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57150	arabidopsis	301	s-nitrosylation	C0SVF3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57290	arabidopsis	144	s-nitrosylation	Q9C5Z3	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57330	arabidopsis	619	s-nitrosylation	Q9M2L4	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57340	arabidopsis	163	s-nitrosylation	B9DGP5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57410	arabidopsis	420	s-nitrosylation	A0A1I9LLV6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57520	arabidopsis	541	s-nitrosylation	F4J3E6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57610	arabidopsis	74	s-nitrosylation	Q96529	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57650	arabidopsis	89	s-nitrosylation	Q8LG50	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57790	arabidopsis	198	s-nitrosylation	F4J3I0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57880	arabidopsis	331	s-nitrosylation	Q9M2R0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G57890	arabidopsis	354	s-nitrosylation	F4J4K6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G58140	arabidopsis	160	s-nitrosylation	Q94K73	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G58500	arabidopsis	79	s-nitrosylation	P48578	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G58510	arabidopsis	194	s-nitrosylation	Q8LA13	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G58570	arabidopsis	189	s-nitrosylation	Q9M2F9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G58610	arabidopsis	244	s-nitrosylation	B9DH71	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G58660	arabidopsis	95	s-nitrosylation	Q9LXT5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G58990	arabidopsis	77	s-nitrosylation	Q9LYT7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59010	arabidopsis	348	s-nitrosylation	Q9LYT5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59020	arabidopsis	444	s-nitrosylation	F4J737	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59400	arabidopsis	218	s-nitrosylation	Q9LX31	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59480	arabidopsis	150	s-nitrosylation	Q9M1B9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59540	arabidopsis	46	s-nitrosylation	O22860	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59760	arabidopsis	99	s-nitrosylation	B9DFR6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59770	arabidopsis	459	s-nitrosylation	F4J9G0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59870	arabidopsis	272	s-nitrosylation	Q9M1Y7	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59890	arabidopsis	308	s-nitrosylation	Q8LB01	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59920	arabidopsis	17	s-nitrosylation	O24653	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59970	arabidopsis	130	s-nitrosylation	F4JAK1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59980	arabidopsis	144	s-nitrosylation	Q9M1X8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G59990	arabidopsis	158	s-nitrosylation	Q56Y85	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60130	arabidopsis	50	s-nitrosylation	Q9M1D0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60180	arabidopsis	132	s-nitrosylation	Q8VY84	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60190	arabidopsis	181	s-nitrosylation	Q9FNX5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60245	arabidopsis	42	s-nitrosylation	Q8RXU5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60340	arabidopsis	182	s-nitrosylation	Q7E7F5	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60440	arabidopsis	100	s-nitrosylation	A0A1I9LT53	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60600	arabidopsis	81	s-nitrosylation	Q8VZ95	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60750	arabidopsis	110	s-nitrosylation	F4JBY2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60820	arabidopsis	91	s-nitrosylation	F4JD01	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60860	arabidopsis	183	s-nitrosylation	Q9LZX8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G60880	arabidopsis	248	s-nitrosylation	Q9LZX6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61050	arabidopsis	188	s-nitrosylation	Q9LEX1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61110	arabidopsis	79	s-nitrosylation	Q9M2F1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61140	arabidopsis	310	s-nitrosylation	P45432	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61220	arabidopsis	54	s-nitrosylation	A0A1I9LNT2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61240	arabidopsis	179	s-nitrosylation	Q9M2E0	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61430	arabidopsis	140	s-nitrosylation	P61837	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61440	arabidopsis	72	s-nitrosylation	A0A1I9LTP2	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61470	arabidopsis	98	s-nitrosylation	Q9SYW8	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61540	arabidopsis	145	s-nitrosylation	F4JFD1	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61600	arabidopsis	331	s-nitrosylation	Q9FPW6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61620	arabidopsis	217	s-nitrosylation	Q9SP08	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61760	arabidopsis	15	s-nitrosylation	A0A1I9LMW6	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61820	arabidopsis	190	s-nitrosylation	Q9M356	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G61990	arabidopsis	161	s-nitrosylation	Q7EG54	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G62010	arabidopsis	455	s-nitrosylation	F4IX22	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G62030	arabidopsis	184	s-nitrosylation	F4IX26	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G62120	arabidopsis	66	s-nitrosylation	A0A1I9LNS4	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
AT3G62150	arabidopsis	928	s-nitrosylation	Q9M1Q9	C	verified	PMC12454217 MOESM2 (S-nitrosylation column)	Novel proteomics workflow paper; TAIR locus -> UniProt mapped, coordinate-verified in registered proteome v2
